iter	Passed	Remaining
1667	19263	96224
1668	19274	96210
1669	19284	96190
1670	19294	96171
1671	19305	96156
1672	19315	96139
1673	19325	96121
1674	19332	96083
1675	19341	96063
1676	19351	96040
1677	19361	96022
1678	19371	96002
1679	19380	95981
1680	19391	95964
1681	19401	95946
1682	19415	95944
1683	19428	95942
1684	19439	95928
1685	19449	95911
1686	19460	95897
1687	19471	95879
1688	19481	95862
1689	19492	95847
1690	19502	95829
1691	19513	95815
1692	19531	95834
1693	19593	96072
1694	19616	96115
1695	19638	96155
1696	19660	96194
1697	19675	96200
1698	19691	96209
1699	19706	96215
1700	19721	96220
1701	19736	96223
1702	19751	96229
1703	19765	96229
1704	19778	96223
1705	19792	96225
1706	19809	96236
1707	19823	96240
1708	19831	96212
1709	19846	96212
1710	19857	96201
1711	19868	96184
1712	19878	96166
1713	19888	96147
1714	19897	96123
1715	19907	96105
1716	19918	96088
1717	19929	96075
1718	19935	96034
1719	19944	96011
1720	19954	95992
1721	19965	95977
1722	19975	95960
1723	19988	95956
1724	19999	95939
1725	20009	95919
1726	20020	95903
1727	20030	95884
1728	20039	95864
1729	20050	95850
1730	20062	95840
1731	20074	95827
1732	20086	95819
1733	20096	95798
1734	20106	95780
1735	20116	95762
1736	20126	95741
1737	20137	95726
1738	20147	95708
1739	20153	95669
1740	20163	95650
1741	20174	95639
1742	20185	95624
1743	20194	95601
1744	20204	95578
1745	20214	95561
1746	20224	95542
1747	20235	95528
1748	20245	95507
1749	20256	95496
1750	20267	95478
1751	20272	95439
1752	20283	95424
1753	20293	95405
1754	20303	95386
1755	20313	95369
1756	20324	95354
1757	20334	95333
1758	20344	95315
1759	20354	95295
1760	20364	95277
1761	20375	95264
1762	20385	95242
1763	20395	95223
1764	20406	95212
1765	20417	95197
1766	20427	95178
1767	20438	95162
1768	20447	95142
1769	20459	95131
1770	20466	95098
1771	20477	95082
1772	20487	95065
1773	20498	95049
1774	20508	95032
1775	20518	95014
1776	20527	94991
1777	20537	94973
1778	20548	94958
1779	20559	94944
1780	20570	94931
1781	20589	94952
1782	20604	94958
1783	20622	94973
1784	20638	94983
1785	20653	94989
1786	20668	94990
1787	20683	94996
1788	20697	94996
1789	20712	94998
1790	20727	95003
1791	20740	94996
1792	20751	94983
1793	20762	94969
1794	20772	94952
1795	20778	94914
1796	20788	94895
1797	20798	94879
1798	20809	94862
1799	20820	94848
1800	20829	94827
1801	20840	94810
1802	20851	94795
1803	20861	94778
1804	20871	94761
1805	20884	94754
1806	20894	94736
1807	20904	94717
1808	20915	94701
1809	20925	94684
1810	20935	94667
1811	20945	94649
1812	20951	94611
1813	20960	94590
1814	20971	94573
1815	20981	94556
1816	20992	94543
1817	21002	94524
1818	21012	94504
1819	21022	94484
1820	21028	94449
1821	21039	94434
1822	21048	94410
1823	21059	94397
1824	21069	94377
1825	21079	94363
1826	21089	94343
1827	21103	94341
1828	21114	94326
1829	21123	94306
1830	21134	94290
1831	21144	94272
1832	21155	94257
1833	21165	94240
1834	21175	94222
1835	21186	94206
1836	21196	94191
1837	21202	94154
1838	21212	94137
1839	21223	94122
1840	21233	94103
1841	21244	94091
1842	21254	94071
1843	21265	94055
1844	21275	94038
1845	21284	94018
1846	21295	94001
1847	21305	93982
1848	21316	93971
1849	21327	93956
1850	21337	93939
1851	21348	93923
1852	21359	93908
1853	21374	93914
1854	21384	93897
1855	21390	93860
1856	21401	93848
1857	21411	93827
1858	21422	93813
1859	21428	93778
1860	21439	93763
1861	21448	93744
1862	21459	93726
1863	21471	93718
1864	21480	93697
1865	21489	93675
1866	21500	93659
1867	21510	93643
1868	21521	93628
1869	21528	93597
1870	21538	93580
1871	21549	93566
1872	21559	93547
1873	21570	93531
1874	21580	93517
1875	21592	93504
1876	21603	93492
1877	21616	93486
1878	21630	93487
1879	21642	93475
1880	21652	93457
1881	21662	93443
1882	21669	93408
1883	21679	93393
1884	21690	93378
1885	21700	93361
1886	21710	93341
1887	21720	93324
1888	21730	93305
1889	21741	93293
1890	21752	93279
1891	21761	93258
1892	21772	93243
1893	21782	93227
1894	21793	93211
1895	21803	93194
1896	21813	93175
1897	21823	93157
1898	21833	93142
1899	21839	93105
1900	21849	93088
1901	21860	93073
1902	21870	93055
1903	21880	93038
1904	21890	93021
1905	21901	93005
1906	21912	92991
1907	21922	92974
1908	21931	92955
1909	21943	92943
1910	21953	92924
1911	21963	92908
1912	21976	92903
1913	21983	92873
1914	21997	92870
1915	22009	92863
1916	22023	92860
1917	22034	92846
1918	22043	92827
1919	22053	92808
1920	22066	92801
1921	22075	92781
1922	22086	92767
1923	22096	92751
1924	22107	92734
1925	22116	92715
1926	22123	92683
1927	22128	92647
1928	22138	92628
1929	22148	92612
1930	22160	92600
1931	22171	92587
1932	22183	92577
1933	22193	92560
1934	22204	92548
1935	22215	92533
1936	22225	92516
1937	22236	92501
1938	22247	92489
1939	22258	92474
1940	22268	92460
1941	22279	92446
1942	22290	92431
1943	22301	92418
1944	22311	92400
1945	22322	92385
1946	22331	92366
1947	22343	92355
1948	22355	92346
1949	22366	92334
1950	22382	92339
1951	22396	92339
1952	22409	92333
1953	22422	92331
1954	22434	92321
1955	22447	92314
1956	22460	92310
1957	22474	92307
1958	22487	92301
1959	22498	92291
1960	22512	92286
1961	22525	92282
1962	22537	92275
1963	22551	92271
1964	22562	92258
1965	22575	92252
1966	22586	92241
1967	22600	92238
1968	22612	92230
1969	22625	92226
1970	22639	92224
1971	22653	92221
1972	22667	92220
1973	22680	92215
1974	22691	92200
1975	22701	92185
1976	22712	92172
1977	22723	92158
1978	22734	92143
1979	22746	92134
1980	22756	92116
1981	22767	92102
1982	22776	92083
1983	22788	92072
1984	22798	92055
1985	22809	92043
1986	22820	92028
1987	22830	92010
1988	22841	91996
1989	22850	91977
1990	22860	91959
1991	22869	91938
1992	22880	91921
1993	22890	91904
1994	22900	91886
1995	22911	91873
1996	22922	91862
1997	22932	91846
1998	22943	91830
1999	22953	91813
2000	22963	91794
2001	22973	91778
2002	22984	91765
2003	22991	91735
2004	23002	91722
2005	23012	91703
2006	23022	91689
2007	23033	91673
2008	23043	91658
2009	23054	91642
2010	23064	91626
2011	23074	91610
2012	23085	91595
2013	23095	91577
2014	23106	91565
2015	23116	91548
2016	23126	91532
2017	23137	91518
2018	23147	91501
2019	23157	91485
2020	23169	91474
2021	23178	91454
2022	23190	91443
2023	23201	91431
2024	23212	91416
2025	23223	91403
2026	23234	91391
2027	23245	91376
2028	23255	91360
2029	23265	91341
2030	23275	91324
2031	23287	91314
2032	23301	91314
2033	23316	91315
2034	23328	91309
2035	23342	91305
2036	23354	91296
2037	23367	91292
2038	23381	91289
2039	23394	91285
2040	23409	91287
2041	23422	91280
2042	23434	91271
2043	23447	91264
2044	23458	91252
2045	23467	91232
2046	23478	91219
2047	23489	91204
2048	23500	91190
2049	23510	91173
2050	23520	91156
2051	23530	91139
2052	23535	91105
2053	23546	91090
2054	23557	91076
2055	23567	91060
2056	23577	91044
2057	23587	91026
2058	23597	91009
2059	23610	91004
2060	23625	91006
2061	23633	90981
2062	23645	90972
2063	23656	90957
2064	23666	90940
2065	23676	90924
2066	23689	90919
2067	23701	90907
2068	23714	90902
2069	23725	90890
2070	23736	90877
2071	23749	90872
2072	23760	90857
2073	23772	90848
2074	23784	90838
2075	23795	90826
2076	23806	90812
2077	23812	90782
2078	23824	90772
2079	23838	90768
2080	23848	90752
2081	23860	90743
2082	23872	90732
2083	23883	90719
2084	23893	90704
2085	23905	90694
2086	23915	90678
2087	23927	90668
2088	23939	90656
2089	23949	90642
2090	23961	90630
2091	23974	90627
2092	23986	90616
2093	23997	90601
2094	24008	90589
2095	24019	90578
2096	24034	90579
2097	24044	90562
2098	24054	90545
2099	24064	90526
2100	24075	90516
2101	24087	90503
2102	24096	90486
2103	24107	90472
2104	24117	90454
2105	24127	90438
2106	24138	90424
2107	24147	90404
2108	24153	90371
2109	24165	90363
2110	24176	90350
2111	24186	90331
2112	24197	90317
2113	24208	90305
2114	24219	90294
2115	24230	90278
2116	24241	90268
2117	24253	90256
2118	24263	90241
2119	24274	90227
2120	24284	90209
2121	24294	90194
2122	24307	90189
2123	24320	90183
2124	24331	90171
2125	24344	90162
2126	24356	90153
2127	24366	90136
2128	24378	90127
2129	24388	90111
2130	24400	90100
2131	24409	90080
2132	24416	90054
2133	24431	90056
2134	24450	90070
2135	24462	90061
2136	24476	90058
2137	24488	90049
2138	24499	90037
2139	24512	90030
2140	24524	90023
2141	24539	90022
2142	24551	90016
2143	24563	90006
2144	24576	90000
2145	24589	89991
2146	24603	89991
2147	24614	89979
2148	24621	89951
2149	24635	89947
2150	24647	89939
2151	24784	90385
2152	24947	90925
2153	25009	91099
2154	25055	91211
2155	25102	91328
2156	25145	91430
2157	25190	91541
2158	25207	91548
2159	25228	91570
2160	25247	91584
2161	25266	91598
2162	25287	91623
2163	25296	91601
2164	25316	91619
2165	25335	91634
2166	25349	91631
2167	25363	91625
2168	25376	91619
2169	25388	91610
2170	25401	91603
2171	25414	91594
2172	25427	91589
2173	25444	91596
2174	25458	91592
2175	25471	91586
2176	25484	91577
2177	25497	91570
2178	25509	91560
2179	25524	91560
2180	25537	91553
2181	25550	91545
2182	25565	91545
2183	25577	91534
2184	25589	91526
2185	25603	91520
2186	25616	91514
2187	25629	91507
2188	25642	91500
2189	25656	91495
2190	25669	91490
2191	25682	91483
2192	25696	91476
2193	25710	91475
2194	25727	91481
2195	25743	91484
2196	25751	91461
2197	25767	91462
2198	25782	91463
2199	25797	91463
2200	25813	91468
2201	25826	91461
2202	25842	91463
2203	25859	91470
2204	25874	91471
2205	25889	91469
2206	25904	91470
2207	25912	91443
2208	25926	91442
2209	25941	91440
2210	25953	91430
2211	25969	91431
2212	25983	91427
2213	25996	91423
2214	26010	91417
2215	26025	91418
2216	26039	91415
2217	26048	91393
2218	26062	91389
2219	26078	91393
2220	26095	91400
2221	26110	91398
2222	26118	91374
2223	26133	91372
2224	26150	91380
2225	26167	91387
2226	26179	91376
2227	26193	91370
2228	26206	91365
2229	26222	91368
2230	26239	91372
2231	26256	91380
2232	26264	91355
2233	26280	91357
2234	26295	91358
2235	26311	91359
2236	26325	91357
2237	26339	91352
2238	26351	91342
2239	26361	91325
2240	26371	91306
2241	26382	91290
2242	26393	91276
2243	26403	91258
2244	26414	91243
2245	26424	91227
2246	26434	91208
2247	26440	91177
2248	26451	91164
2249	26461	91145
2250	26472	91129
2251	26482	91113
2252	26493	91096
2253	26502	91077
2254	26513	91063
2255	26523	91045
2256	26533	91028
2257	26544	91012
2258	26555	90997
2259	26564	90977
2260	26574	90959
2261	26584	90942
2262	26595	90927
2263	26605	90910
2264	26616	90896
2265	26626	90877
2266	26636	90859
2267	26645	90840
2268	26656	90825
2269	26667	90809
2270	26673	90779
2271	26683	90762
2272	26694	90747
2273	26706	90735
2274	26717	90720
2275	26726	90702
2276	26737	90685
2277	26748	90672
2278	26759	90658
2279	26770	90643
2280	26781	90629
2281	26791	90613
2282	26803	90599
2283	26813	90584
2284	26824	90568
2285	26833	90549
2286	26843	90531
2287	26853	90513
2288	26862	90491
2289	26872	90476
2290	26884	90463
2291	26895	90448
2292	26906	90436
2293	26917	90420
2294	26922	90388
2295	26932	90370
2296	26943	90356
2297	26954	90340
2298	26963	90321
2299	26969	90288
2300	26980	90274
2301	26990	90258
2302	27001	90242
2303	27012	90227
2304	27022	90210
2305	27032	90195
2306	27038	90164
2307	27049	90150
2308	27059	90132
2309	27070	90118
2310	27080	90101
2311	27091	90085
2312	27101	90069
2313	27112	90054
2314	27124	90042
2315	27134	90026
2316	27143	90007
2317	27154	89990
2318	27163	89971
2319	27174	89955
2320	27183	89937
2321	27195	89924
2322	27206	89910
2323	27215	89891
2324	27226	89875
2325	27236	89860
2326	27247	89846
2327	27259	89833
2328	27270	89819
2329	27280	89803
2330	27290	89787
2331	27300	89768
2332	27311	89753
2333	27322	89740
2334	27334	89730
2335	27344	89712
2336	27354	89695
2337	27366	89684
2338	27379	89676
2339	27392	89670
2340	27404	89658
2341	27414	89641
2342	27425	89628
2343	27436	89612
2344	27446	89597
2345	27452	89566
2346	27461	89545
2347	27470	89525
2348	27480	89506
2349	27489	89488
2350	27499	89470
2351	27511	89458
2352	27522	89444
2353	27533	89431
2354	27544	89416
2355	27554	89400
2356	27564	89381
2357	27573	89364
2358	27583	89345
2359	27595	89334
2360	27604	89315
2361	27620	89315
2362	27630	89299
2363	27640	89283
2364	27654	89276
2365	27665	89264
2366	27676	89248
2367	27685	89229
2368	27694	89210
2369	27705	89194
2370	27716	89181
2371	27725	89162
2372	27736	89147
2373	27747	89133
2374	27758	89118
2375	27763	89087
2376	27775	89074
2377	27786	89062
2378	27796	89046
2379	27806	89028
2380	27816	89011
2381	27824	88987
2382	27835	88971
2383	27845	88954
2384	27856	88942
2385	27866	88923
2386	27875	88904
2387	27885	88888
2388	27895	88872
2389	27905	88854
2390	27915	88837
2391	27926	88822
2392	27935	88802
2393	27946	88789
2394	27959	88781
2395	27969	88764
2396	27979	88746
2397	27989	88731
2398	28000	88715
2399	28010	88698
2400	28016	88669
2401	28022	88640
2402	28032	88622
2403	28041	88604
2404	28052	88588
2405	28062	88574
2406	28072	88557
2407	28083	88543
2408	28094	88527
2409	28104	88510
2410	28113	88492
2411	28124	88478
2412	28134	88461
2413	28144	88444
2414	28155	88431
2415	28166	88415
2416	28177	88403
2417	28188	88390
2418	28198	88372
2419	28204	88343
2420	28215	88328
2421	28225	88312
2422	28235	88295
2423	28245	88278
2424	28255	88262
2425	28265	88246
2426	28276	88232
2427	28287	88216
2428	28298	88203
2429	28308	88186
2430	28313	88155
2431	28324	88142
2432	28336	88130
2433	28342	88101
2434	28352	88084
2435	28362	88069
2436	28373	88054
2437	28382	88035
2438	28394	88023
2439	28404	88008
2440	28415	87993
2441	28424	87974
2442	28435	87960
2443	28445	87943
2444	28455	87927
2445	28466	87913
2446	28476	87897
2447	28482	87867
2448	28491	87847
2449	28502	87832
2450	28512	87817
2451	28522	87802
2452	28532	87785
2453	28543	87770
2454	28552	87751
2455	28563	87738
2456	28573	87719
2457	28584	87705
2458	28595	87692
2459	28604	87674
2460	28614	87657
2461	28624	87640
2462	28634	87623
2463	28644	87607
2464	28654	87592
2465	28665	87576
2466	28675	87560
2467	28685	87544
2468	28695	87528
2469	28705	87511
2470	28716	87497
2471	28726	87480
2472	28736	87463
2473	28747	87450
2474	28757	87433
2475	28767	87417
2476	28775	87394
2477	28787	87384
2478	28797	87369
2479	28808	87356
2480	28819	87339
2481	28829	87323
2482	28838	87305
2483	28850	87293
2484	28860	87278
2485	28871	87263
2486	28881	87248
2487	28892	87234
2488	28902	87219
2489	28914	87206
2490	28925	87193
2491	28936	87179
2492	28942	87151
2493	28952	87136
2494	28963	87122
2495	28974	87108
2496	28983	87088
2497	28993	87071
2498	29005	87062
2499	29016	87048
2500	29026	87033
2501	29036	87017
2502	29047	87002
2503	29057	86987
2504	29067	86971
2505	29078	86956
2506	29089	86942
2507	29098	86924
2508	29104	86894
2509	29114	86879
2510	29125	86864
2511	29135	86849
2512	29145	86832
2513	29155	86817
2514	29166	86803
2515	29177	86790
2516	29188	86777
2517	29194	86748
2518	29204	86731
2519	29216	86721
2520	29227	86708
2521	29237	86691
2522	29248	86680
2523	29260	86668
2524	29277	86673
2525	29283	86645
2526	29295	86634
2527	29305	86616
2528	29315	86601
2529	29326	86589
2530	29336	86573
2531	29346	86557
2532	29357	86542
2533	29367	86526
2534	29374	86502
2535	29385	86486
2536	29396	86473
2537	29405	86455
2538	29411	86428
2539	29421	86412
2540	29433	86399
2541	29438	86370
2542	29448	86354
2543	29459	86341
2544	29470	86327
2545	29480	86309
2546	29490	86295
2547	29498	86273
2548	29508	86256
2549	29519	86242
2550	29528	86225
2551	29539	86210
2552	29550	86196
2553	29560	86180
2554	29570	86165
2555	29576	86136
2556	29585	86119
2557	29595	86102
2558	29605	86085
2559	29615	86070
2560	29624	86050
2561	29634	86035
2562	29645	86022
2563	29656	86009
2564	29667	85994
2565	29677	85980
2566	29689	85968
2567	29700	85954
2568	29710	85940
2569	29720	85923
2570	29730	85906
2571	29739	85889
2572	29749	85873
2573	29759	85857
2574	29771	85844
2575	29781	85829
2576	29790	85810
2577	29800	85795
2578	29810	85778
2579	29820	85762
2580	29831	85748
2581	29841	85733
2582	29852	85721
2583	29859	85695
2584	29870	85681
2585	29876	85653
2586	29887	85640
2587	29897	85625
2588	29907	85609
2589	29917	85594
2590	29927	85578
2591	29937	85562
2592	29948	85548
2593	29958	85532
2594	29968	85517
2595	29978	85502
2596	29989	85488
2597	29999	85470
2598	30010	85458
2599	30017	85435
2600	30028	85421
2601	30038	85406
2602	30048	85390
2603	30059	85375
2604	30069	85359
2605	30079	85345
2606	30089	85329
2607	30099	85313
2608	30109	85296
2609	30120	85282
2610	30131	85270
2611	30142	85258
2612	30155	85248
2613	30164	85232
2614	30174	85215
2615	30184	85199
2616	30194	85184
2617	30205	85170
2618	30215	85153
2619	30225	85139
2620	30231	85111
2621	30240	85094
2622	30251	85079
2623	30263	85069
2624	30274	85057
2625	30286	85045
2626	30296	85031
2627	30306	85015
2628	30312	84986
2629	30322	84972
2630	30333	84958
2631	30343	84943
2632	30354	84930
2633	30364	84914
2634	30375	84900
2635	30385	84885
2636	30396	84871
2637	30406	84857
2638	30416	84841
2639	30426	84824
2640	30436	84808
2641	30446	84794
2642	30456	84779
2643	30467	84763
2644	30477	84749
2645	30484	84723
2646	30495	84711
2647	30505	84696
2648	30515	84681
2649	30525	84664
2650	30535	84649
2651	30546	84635
2652	30555	84618
2653	30565	84602
2654	30576	84588
2655	30586	84574
2656	30597	84561
2657	30607	84543
2658	30617	84528
2659	30627	84513
2660	30637	84498
2661	30647	84483
2662	30653	84456
2663	30665	84445
2664	30676	84432
2665	30688	84421
2666	30699	84408
2667	30709	84392
2668	30719	84378
2669	30725	84350
2670	30735	84335
2671	30745	84320
2672	30756	84306
2673	30767	84295
2674	30778	84280
2675	30787	84262
2676	30797	84247
2677	30807	84232
2678	30816	84214
2679	30827	84199
2680	30837	84184
2681	30847	84169
2682	30854	84145
2683	30864	84131
2684	30875	84116
2685	30881	84090
2686	30895	84085
2687	30906	84073
2688	30916	84058
2689	30926	84042
2690	30936	84027
2691	30947	84012
2692	30958	83999
2693	30968	83986
2694	30979	83971
2695	30989	83957
2696	31000	83944
2697	31011	83929
2698	31021	83914
2699	31031	83899
2700	31036	83872
2701	31047	83858
2702	31057	83842
2703	31067	83826
2704	31077	83812
2705	31088	83799
2706	31100	83788
2707	31111	83776
2708	31122	83763
2709	31133	83751
2710	31144	83738
2711	31154	83722
2712	31160	83695
2713	31171	83681
2714	31181	83667
2715	31187	83640
2716	31196	83623
2717	31210	83617
2718	31221	83605
2719	31232	83592
2720	31242	83577
2721	31252	83561
2722	31262	83546
2723	31271	83529
2724	31282	83516
2725	31293	83503
2726	31306	83495
2727	31319	83488
2728	31336	83490
2729	31347	83477
2730	31358	83465
2731	31368	83450
2732	31379	83436
2733	31390	83423
2734	31401	83412
2735	31411	83397
2736	31422	83382
2737	31432	83368
2738	31443	83354
2739	31453	83341
2740	31463	83326
2741	31474	83311
2742	31484	83295
2743	31489	83268
2744	31499	83252
2745	31510	83238
2746	31521	83228
2747	31534	83218
2748	31544	83205
2749	31555	83191
2750	31566	83178
2751	31576	83163
2752	31587	83150
2753	31597	83135
2754	31607	83119
2755	31617	83104
2756	31627	83090
2757	31637	83074
2758	31646	83056
2759	31656	83041
2760	31668	83030
2761	31678	83016
2762	31688	82999
2763	31698	82984
2764	31708	82969
2765	31713	82942
2766	31725	82931
2767	31736	82917
2768	31746	82902
2769	31756	82886
2770	31764	82866
2771	31773	82849
2772	31783	82834
2773	31793	82818
2774	31803	82804
2775	31814	82790
2776	31824	82776
2777	31834	82760
2778	31844	82744
2779	31854	82728
2780	31863	82713
2781	31874	82699
2782	31884	82685
2783	31893	82667
2784	31903	82650
2785	31913	82636
2786	31923	82621
2787	31935	82610
2788	31947	82600
2789	31958	82588
2790	31968	82572
2791	31975	82551
2792	31985	82535
2793	31996	82521
2794	32006	82506
2795	32016	82490
2796	32025	82474
2797	32035	82458
2798	32047	82449
2799	32055	82427
2800	32068	82421
2801	32080	82410
2802	32093	82402
2803	32108	82400
2804	32120	82389
2805	32130	82375
2806	32142	82365
2807	32153	82352
2808	32163	82338
2809	32174	82326
2810	32185	82312
2811	32195	82296
2812	32206	82286
2813	32217	82272
2814	32223	82246
2815	32233	82230
2816	32243	82215
2817	32254	82203
2818	32264	82190
2819	32275	82175
2820	32284	82159
2821	32294	82145
2822	32304	82127
2823	32314	82114
2824	32325	82100
2825	32335	82086
2826	32346	82072
2827	32357	82061
2828	32367	82045
2829	32372	82019
2830	32384	82008
2831	32394	81991
2832	32406	81982
2833	32416	81967
2834	32427	81954
2835	32437	81940
2836	32443	81914
2837	32453	81900
2838	32464	81886
2839	32474	81872
2840	32480	81846
2841	32490	81833
2842	32500	81817
2843	32511	81803
2844	32521	81789
2845	32532	81777
2846	32542	81762
2847	32552	81747
2848	32562	81732
2849	32574	81721
2850	32584	81706
2851	32594	81691
2852	32604	81676
2853	32614	81662
2854	32625	81648
2855	32635	81634
2856	32641	81608
2857	32651	81594
2858	32661	81578
2859	32671	81565
2860	32680	81547
2861	32691	81533
2862	32700	81517
2863	32710	81501
2864	32720	81486
2865	32730	81470
2866	32739	81454
2867	32749	81438
2868	32760	81428
2869	32769	81410
2870	32780	81397
2871	32792	81387
2872	32803	81375
2873	32814	81361
2874	32825	81348
2875	32834	81333
2876	32845	81320
2877	32855	81304
2878	32864	81287
2879	32874	81273
2880	32884	81258
2881	32895	81246
2882	32906	81232
2883	32917	81220
2884	32926	81204
2885	32937	81192
2886	32948	81177
2887	32958	81163
2888	32964	81137
2889	32973	81122
2890	32983	81105
2891	32993	81092
2892	33005	81081
2893	33015	81066
2894	33024	81048
2895	33035	81038
2896	33046	81025
2897	33056	81009
2898	33066	80994
2899	33076	80979
2900	33086	80964
2901	33096	80950
2902	33101	80924
2903	33112	80910
2904	33122	80895
2905	33133	80883
2906	33143	80868
2907	33154	80855
2908	33165	80843
2909	33176	80831
2910	33186	80816
2911	33197	80804
2912	33207	80790
2913	33219	80780
2914	33229	80766
2915	33240	80753
2916	33250	80738
2917	33262	80729
2918	33275	80719
2919	33284	80704
2920	33295	80690
2921	33306	80678
2922	33315	80662
2923	33327	80650
2924	33337	80635
2925	33347	80622
2926	33357	80606
2927	33367	80592
2928	33376	80576
2929	33386	80561
2930	33397	80548
2931	33407	80534
2932	33418	80520
2933	33429	80509
2934	33440	80496
2935	33451	80485
2936	33462	80470
2937	33472	80458
2938	33482	80442
2939	33493	80428
2940	33503	80415
2941	33514	80401
2942	33525	80389
2943	33535	80374
2944	33544	80358
2945	33554	80344
2946	33564	80329
2947	33574	80314
2948	33584	80300
2949	33595	80287
2950	33606	80275
2951	33616	80261
2952	33628	80250
2953	33640	80240
2954	33650	80225
2955	33660	80210
2956	33670	80195
2957	33679	80180
2958	33689	80165
2959	33700	80151
2960	33711	80140
2961	33721	80125
2962	33731	80111
2963	33742	80097
2964	33752	80084
2965	33764	80072
2966	33773	80056
2967	33784	80043
2968	33794	80030
2969	33805	80017
2970	33816	80006
2971	33828	79994
2972	33838	79979
2973	33847	79964
2974	33858	79951
2975	33869	79938
2976	33878	79922
2977	33884	79897
2978	33894	79884
2979	33905	79870
2980	33915	79857
2981	33922	79835
2982	33931	79819
2983	33942	79805
2984	33953	79792
2985	33962	79776
2986	33972	79762
2987	33983	79748
2988	33988	79724
2989	33999	79711
2990	34010	79699
2991	34021	79686
2992	34032	79675
2993	34043	79662
2994	34054	79650
2995	34063	79633
2996	34075	79624
2997	34086	79610
2998	34096	79596
2999	34106	79581
3000	34118	79570
3001	34128	79557
3002	34139	79543
3003	34148	79528
3004	34158	79514
3005	34164	79489
3006	34173	79473
3007	34184	79461
3008	34195	79447
3009	34205	79434
3010	34215	79420
3011	34225	79405
3012	34235	79390
3013	34247	79381
3014	34257	79367
3015	34268	79352
3016	34279	79340
3017	34289	79325
3018	34299	79312
3019	34310	79300
3020	34321	79288
3021	34332	79276
3022	34342	79260
3023	34352	79246
3024	34363	79235
3025	34373	79219
3026	34383	79206
3027	34394	79193
3028	34404	79178
3029	34414	79165
3030	34426	79154
3031	34435	79138
3032	34446	79126
3033	34459	79118
3034	34470	79105
3035	34480	79092
3036	34493	79083
3037	34506	79075
3038	34518	79065
3039	34530	79056
3040	34537	79034
3041	34549	79025
3042	34560	79014
3043	34571	79001
3044	34581	78987
3045	34591	78972
3046	34602	78959
3047	34612	78946
3048	34622	78931
3049	34631	78914
3050	34642	78902
3051	34648	78877
3052	34658	78864
3053	34670	78854
3054	34682	78844
3055	34692	78829
3056	34702	78815
3057	34710	78797
3058	34721	78784
3059	34731	78769
3060	34740	78753
3061	34750	78738
3062	34760	78723
3063	34770	78709
3064	34783	78702
3065	34793	78689
3066	34803	78674
3067	34814	78660
3068	34824	78648
3069	34834	78633
3070	34845	78621
3071	34856	78608
3072	34867	78596
3073	34878	78585
3074	34889	78571
3075	34898	78556
3076	34908	78542
3077	34919	78528
3078	34927	78511
3079	34938	78498
3080	34949	78486
3081	34960	78473
3082	34971	78461
3083	34981	78447
3084	34991	78434
3085	35002	78420
3086	35013	78409
3087	35023	78394
3088	35033	78380
3089	35043	78366
3090	35054	78354
3091	35066	78343
3092	35078	78334
3093	35089	78322
3094	35099	78308
3095	35110	78296
3096	35121	78283
3097	35128	78263
3098	35138	78247
3099	35148	78233
3100	35157	78216
3101	35166	78201
3102	35177	78187
3103	35187	78174
3104	35197	78159
3105	35207	78144
3106	35216	78130
3107	35227	78117
3108	35238	78104
3109	35248	78089
3110	35258	78077
3111	35265	78056
3112	35276	78044
3113	35286	78029
3114	35295	78013
3115	35305	77999
3116	35317	77987
3117	35327	77974
3118	35337	77959
3119	35343	77937
3120	35354	77925
3121	35364	77911
3122	35375	77897
3123	35385	77884
3124	35396	77871
3125	35407	77859
3126	35417	77846
3127	35428	77833
3128	35437	77817
3129	35443	77793
3130	35453	77781
3131	35466	77771
3132	35476	77759
3133	35487	77746
3134	35497	77732
3135	35508	77720
3136	35519	77708
3137	35530	77695
3138	35540	77681
3139	35550	77667
3140	35560	77654
3141	35571	77641
3142	35582	77629
3143	35593	77616
3144	35603	77603
3145	35609	77580
3146	35620	77568
3147	35631	77556
3148	35641	77542
3149	35653	77531
3150	35663	77518
3151	35675	77508
3152	35685	77493
3153	35696	77481
3154	35706	77466
3155	35716	77453
3156	35726	77438
3157	35736	77425
3158	35747	77413
3159	35758	77400
3160	35768	77386
3161	35778	77373
3162	35789	77360
3163	35799	77346
3164	35809	77332
3165	35820	77319
3166	35830	77306
3167	35840	77293
3168	35852	77281
3169	35862	77269
3170	35878	77266
3171	35894	77265
3172	35908	77260
3173	35923	77257
3174	35940	77257
3175	35955	77254
3176	35968	77246
3177	35975	77225
3178	35988	77218
3179	36001	77209
3180	36013	77201
3181	36025	77191
3182	36039	77184
3183	36052	77177
3184	36064	77168
3185	36078	77161
3186	36091	77153
3187	36103	77144
3188	36109	77121
3189	36118	77106
3190	36129	77092
3191	36134	77069
3192	36144	77055
3193	36155	77042
3194	36166	77029
3195	36175	77014
3196	36185	77000
3197	36196	76987
3198	36206	76974
3199	36216	76961
3200	36226	76945
3201	36236	76930
3202	36245	76916
3203	36255	76902
3204	36266	76889
3205	36278	76878
3206	36288	76865
3207	36294	76843
3208	36303	76827
3209	36314	76815
3210	36324	76801
3211	36334	76787
3212	36351	76787
3213	36368	76787
3214	36377	76771
3215	36387	76757
3216	36398	76744
3217	36403	76721
3218	36415	76710
3219	36425	76696
3220	36434	76681
