iter	RMSE
402	0.6274486843
403	0.6274063642
404	0.6273535512
405	0.6273305258
406	0.6273178206
407	0.6272600173
408	0.6272487994
409	0.6272048612
410	0.627173798
411	0.6271594556
412	0.6270811609
413	0.6270274657
414	0.6269637294
415	0.6269160259
416	0.6268926841
417	0.6268869933
418	0.6268001561
419	0.6267454968
420	0.6266269235
421	0.626580116
422	0.6265402261
423	0.6265176635
424	0.6264861401
425	0.6264689399
426	0.6264143361
427	0.6263813948
428	0.6263471543
429	0.6262984431
430	0.6262898901
431	0.626247872
432	0.6262389432
433	0.6261928473
434	0.6261395732
435	0.6261111866
436	0.6260788147
437	0.6260589587
438	0.6260509253
439	0.6260427424
440	0.6260389145
441	0.6259825124
442	0.6259271031
443	0.6259051146
444	0.6258688976
445	0.6258333772
446	0.6258049689
447	0.625762618
448	0.6256962818
449	0.6256553333
450	0.6256427691
451	0.6256291728
452	0.6255952266
453	0.6255756277
454	0.6255493773
455	0.6254881749
456	0.6254838833
457	0.6253927757
458	0.6253667219
459	0.6253532659
460	0.6253458189
461	0.6253240278
462	0.6253066224
463	0.6252981028
464	0.6252780538
465	0.6252319341
466	0.6252047252
467	0.6251990456
468	0.6251864776
469	0.6251741162
470	0.6251518403
471	0.6251296914
472	0.6250767119
473	0.6250595792
474	0.6250447243
475	0.6250304995
476	0.625012286
477	0.6249972255
478	0.6249861586
479	0.6249622941
480	0.6249489328
481	0.6248751253
482	0.624831754
483	0.6247999228
484	0.6247910976
485	0.6247510092
486	0.6247345025
487	0.6247073755
488	0.6246871306
489	0.6246233799
490	0.6245964759
491	0.624579051
492	0.6245322327
493	0.6245203521
494	0.6244967474
495	0.6244773214
496	0.6244516228
497	0.6243919069
498	0.6243697319
499	0.6243019998
500	0.6242815921
501	0.6242630292
502	0.6242536666
503	0.6242156699
504	0.6242111273
505	0.6241783524
506	0.6241684291
507	0.6241070608
508	0.624089642
509	0.6240731798
510	0.6240410681
511	0.6240319828
512	0.623990715
513	0.6239767548
514	0.6239572107
515	0.6239465716
516	0.6239331309
517	0.6238843973
518	0.6238712267
519	0.6238558578
520	0.6238427461
521	0.623836437
522	0.623812562
523	0.6237890251
524	0.6237744699
525	0.6237551712
526	0.6237458638
527	0.6237046205
528	0.6236894081
529	0.6236662833
530	0.6236624238
531	0.6236502533
532	0.6236363699
533	0.6236139078
534	0.6235915245
535	0.6235743044
536	0.6235432621
537	0.623515225
538	0.6234848443
539	0.6234696635
540	0.6234461217
541	0.6234246842
542	0.6234070015
543	0.6233952884
544	0.623379172
545	0.6233756625
546	0.62337518
547	0.6233421594
548	0.6233334853
549	0.6233274404
550	0.6233089577
551	0.6233006571
552	0.6232893779
553	0.6232689225
554	0.6232521676
555	0.6232354565
556	0.623222982
557	0.6232097725
558	0.6231234401
559	0.6231193689
560	0.6230873448
561	0.623071769
562	0.623062021
563	0.6230168606
564	0.622995023
565	0.6229686625
566	0.6229651769
567	0.6229234409
568	0.6229209749
569	0.6229105723
570	0.6228972304
571	0.6228897694
572	0.6228847995
573	0.622862274
574	0.622848914
575	0.6228323891
576	0.622807161
577	0.6227621728
578	0.6227350086
579	0.6227229543
580	0.6227021309
581	0.6226910845
582	0.6226586672
583	0.622650693
584	0.6226397239
585	0.6226092978
586	0.6226042221
587	0.6225863905
588	0.622570788
589	0.6225564471
590	0.6225257815
591	0.6225152346
592	0.6224955285
593	0.6224752664
594	0.6224646224
595	0.6224544636
596	0.622446562
597	0.6224399287
598	0.6224326949
599	0.6224077632
600	0.6223982916
601	0.6223843932
602	0.622347706
603	0.6223230961
604	0.6223091792
605	0.6222469561
606	0.6222434618
607	0.6222248032
608	0.6221996953
609	0.6221760592
610	0.6221518315
611	0.6221518315
612	0.622140382
613	0.6221384762
614	0.6221179486
615	0.6221096383
616	0.6220990611
617	0.6220896315
618	0.6220896315
619	0.6220746965
620	0.6220675701
621	0.6220398241
622	0.6220367315
623	0.6220258368
624	0.6220187486
625	0.6220041944
626	0.6219959546
627	0.6219959542
628	0.6219810286
629	0.621978858
630	0.621936106
631	0.6219271241
632	0.6219008512
633	0.6218971604
634	0.6218670564
635	0.6218631002
636	0.6218466216
637	0.6218404529
638	0.6218133708
639	0.621792171
640	0.6217726833
641	0.6217698748
642	0.6217653706
643	0.6217591421
644	0.621753644
645	0.6217484459
646	0.6217374594
647	0.6217344414
648	0.6217265162
649	0.6216825588
650	0.6216734216
651	0.6216633692
652	0.6216573179
653	0.6216491036
654	0.6216478153
655	0.6216266139
656	0.6216164645
657	0.6215511187
658	0.6215327771
659	0.6215260515
660	0.6215113696
661	0.6214937282
662	0.6214937226
663	0.6214702425
664	0.6214612829
665	0.6214069976
666	0.6214021008
667	0.6213783159
668	0.6213753194
669	0.6213550023
670	0.6213518116
671	0.621351811
672	0.6213083975
673	0.6212760982
674	0.621267141
675	0.6212562321
676	0.6212501959
677	0.6212481008
678	0.6212420295
679	0.6212163755
680	0.6212033452
681	0.6211966428
682	0.6211845956
683	0.6211744424
684	0.6211554111
685	0.621152364
686	0.6211421707
687	0.6211103726
688	0.6211067069
689	0.6210904247
690	0.6210850438
691	0.621077752
692	0.6210741634
693	0.6210701354
694	0.6210626602
695	0.6210347842
696	0.6210244681
697	0.6209925057
698	0.6209802655
699	0.6209788171
700	0.6209758364
701	0.6209758359
702	0.6209573305
703	0.6209477607
704	0.6209383156
705	0.6209360304
706	0.6209292524
707	0.6209181224
708	0.6209011497
709	0.62088917
710	0.6208699322
711	0.6208560837
712	0.6208364454
713	0.6208145015
714	0.6208113045
715	0.6208014856
716	0.6207934088
717	0.620781628
718	0.620778704
719	0.6207724821
720	0.6207653028
721	0.6207576412
722	0.6207544625
723	0.6207523533
724	0.6207270461
725	0.6207174054
726	0.6206980681
727	0.6206951639
728	0.6206874984
729	0.6206769138
730	0.6206395481
731	0.6206330644
732	0.6206200132
733	0.6205769659
734	0.6205625261
735	0.6205526628
736	0.6205403947
737	0.620507562
738	0.6205037132
739	0.6204865958
740	0.6204778424
741	0.620468877
742	0.6204644491
743	0.6204510397
744	0.6204378
745	0.6204298804
746	0.620416333
747	0.6204100391
748	0.6204041762
749	0.620398739
750	0.6203873301
751	0.620341412
752	0.6203373699
753	0.6203273858
754	0.6203146856
755	0.6202897127
756	0.6202871092
757	0.6202836471
758	0.6202768255
759	0.620272371
760	0.620267861
761	0.6202505629
762	0.6202401188
763	0.620232162
764	0.6202281693
765	0.6202177286
766	0.6202080552
767	0.6201958874
768	0.6201826749
769	0.6201509784
770	0.6201371285
771	0.6201350323
772	0.6201242689
773	0.620119791
774	0.6201028916
775	0.6200945761
776	0.6200892812
777	0.6200812238
778	0.6200711277
779	0.6200701293
780	0.6200596102
781	0.6200486311
782	0.6200397754
783	0.6200397754
784	0.6200113685
785	0.6199941866
786	0.6199902205
787	0.6199727276
788	0.6199579998
789	0.6199547537
790	0.6199414809
791	0.6199365768
792	0.6199342478
793	0.6199207637
794	0.6199123182
795	0.6199071398
796	0.6199007339
797	0.6198976482
798	0.6198929731
799	0.6198888112
800	0.6198875217
801	0.6198817419
802	0.6198735006
803	0.6198723599
804	0.6198647053
805	0.6198539944
806	0.6198156953
807	0.6198037265
808	0.6197987496
809	0.619795187
810	0.6197870384
811	0.6197687487
812	0.6197598759
813	0.6197570152
814	0.6197544717
815	0.6197445433
816	0.6197433695
817	0.619736628
818	0.6197348268
819	0.6197320156
820	0.6197251529
821	0.6197206168
822	0.6197172491
823	0.6197084742
824	0.6197065403
825	0.6196884459
826	0.6196618467
827	0.6196618467
828	0.6196534045
829	0.6196518439
830	0.6196472424
831	0.6196392246
832	0.6196308043
833	0.6196259173
834	0.6196141949
835	0.619598216
836	0.6195910449
837	0.6195859223
838	0.6195819292
839	0.6195698791
840	0.6195635642
841	0.6195588635
842	0.6195533611
843	0.6195510245
844	0.619529524
845	0.6195195475
846	0.6195187173
847	0.6195083345
848	0.619504828
849	0.619498015
850	0.6194926705
851	0.6194856028
852	0.6194811927
853	0.6194794198
854	0.6194737175
855	0.6194639386
856	0.6194454566
857	0.6194396535
858	0.6194324534
859	0.6194323314
860	0.6194122704
861	0.6194100865
862	0.619408561
863	0.6193929119
864	0.6193710171
865	0.6193670286
866	0.619365275
867	0.6193560925
868	0.6193400556
869	0.6193372894
870	0.6193336578
871	0.6193200511
872	0.6193155449
873	0.6193139437
874	0.6193073262
875	0.6193051002
876	0.6192992428
877	0.6192878483
878	0.6192768462
879	0.6192635111
880	0.6192470049
881	0.6192465223
882	0.6192429991
883	0.619223194
884	0.6192167551
885	0.6192120652
886	0.6192053682
887	0.619195592
888	0.6191793943
889	0.6191766345
890	0.6191707393
891	0.6191593284
892	0.61915784
893	0.6191548726
894	0.6191501601
895	0.619145426
896	0.6191436029
897	0.6191338946
898	0.6191304075
899	0.6191179028
900	0.6191097947
901	0.6191040003
902	0.6190999584
903	0.6190993157
904	0.6190964755
905	0.6190862357
906	0.6190778772
907	0.6190759911
908	0.6190742221
909	0.6190723593
910	0.6190704184
911	0.6190653303
912	0.6190629672
913	0.6190512254
914	0.619046812
915	0.6190443876
916	0.6190430165
917	0.6190360901
918	0.6190263416
919	0.6190079132
920	0.6190019465
921	0.6189941762
922	0.6189870454
923	0.6189792451
924	0.6189746064
925	0.6189532215
926	0.6189503958
927	0.618944025
928	0.618940453
929	0.6189383532
930	0.6189295558
931	0.6189190631
932	0.6189011745
933	0.6188994235
934	0.6188899618
935	0.6188845522
936	0.6188788213
937	0.6188579859
938	0.6188552075
939	0.6188532726
940	0.6188509074
941	0.6188335201
942	0.618812505
943	0.6188104498
944	0.6188069178
945	0.6188020026
946	0.6188011039
947	0.6187892521
948	0.6187783641
949	0.6187732725
950	0.6187703967
951	0.6187680933
952	0.6187622811
953	0.6187497286
954	0.6187478178
955	0.6187441859
956	0.6187403189
957	0.6187354024
958	0.6187259379
959	0.6187231631
960	0.618719005
961	0.6187116425
962	0.6187083191
963	0.6186984296
964	0.6186765036
965	0.618668924
966	0.6186645785
967	0.6186623043
968	0.6186585991
969	0.6186559843
970	0.6186465399
971	0.6186366564
972	0.6186317277
973	0.618627839
974	0.6186257866
975	0.6186213635
976	0.618619412
977	0.6186128653
978	0.6186089713
979	0.6186079841
980	0.6186009305
981	0.6185972415
982	0.6185930796
983	0.6185903526
984	0.6185881836
985	0.6185848381
986	0.618566931
987	0.6185661318
988	0.6185595679
989	0.6185595679
990	0.6185584594
991	0.6185560178
992	0.618554603
993	0.6185504698
994	0.6185485666
995	0.6185431622
996	0.6185431622
997	0.6185409098
998	0.6185386146
999	0.6185357493
1000	0.6185306939
1001	0.6185272081
1002	0.6185247569
1003	0.6185196355
1004	0.6185140587
1005	0.6185113948
1006	0.6185099536
1007	0.6185099525
1008	0.6185057953
1009	0.6184945051
1010	0.6184860913
1011	0.6184841102
1012	0.6184776142
1013	0.6184635685
1014	0.6184565844
1015	0.6184483297
1016	0.618444437
1017	0.6184423744
1018	0.6184406159
1019	0.6184311384
1020	0.6184264256
1021	0.6184249517
1022	0.6184249516
1023	0.6184227677
1024	0.6184201289
1025	0.6184143377
1026	0.6184143377
1027	0.6184129038
1028	0.6184105581
1029	0.6184068687
1030	0.6184009438
1031	0.6183958831
1032	0.6183915437
1033	0.6183874452
1034	0.6183840642
1035	0.6183811096
1036	0.6183777787
1037	0.6183642566
1038	0.6183585172
1039	0.6183585172
1040	0.6183515703
1041	0.618350891
1042	0.6183487976
1043	0.6183464653
1044	0.6183434362
1045	0.6183407772
1046	0.6183198935
1047	0.6183156573
1048	0.6183080106
1049	0.6182929004
1050	0.6182883437
1051	0.6182817836
1052	0.6182722145
1053	0.6182722145
1054	0.6182685512
1055	0.6182550922
1056	0.6182536241
1057	0.6182472023
1058	0.6182447411
1059	0.6182378459
1060	0.6182358698
1061	0.6182327508
1062	0.6182299255
1063	0.6182259238
1064	0.6182248603
1065	0.6182220853
1066	0.6182134015
1067	0.6182112063
1068	0.6182096724
1069	0.6182080748
1070	0.6182037087
1071	0.6182025224
1072	0.618197205
1073	0.6181945711
1074	0.6181908332
1075	0.6181908332
1076	0.618188774
1077	0.6181782236
1078	0.6181664206
1079	0.6181657313
1080	0.6181626737
1081	0.6181569986
1082	0.6181557756
1083	0.6181511849
1084	0.6181348862
1085	0.6181259951
1086	0.6181121888
1087	0.6181084158
1088	0.618106613
1089	0.6181066129
1090	0.6180971618
1091	0.6180875439
1092	0.6180865568
1093	0.6180837567
1094	0.618077805
1095	0.61807227
1096	0.6180606304
1097	0.6180562392
1098	0.6180562384
1099	0.6180515975
1100	0.618049994
1101	0.6180475106
1102	0.6180456312
1103	0.6180440611
1104	0.6180420986
1105	0.6180412193
1106	0.6180405683
1107	0.6180390524
1108	0.6180381336
1109	0.6180353882
1110	0.6180328678
1111	0.6180316818
1112	0.618026909
1113	0.6180235295
1114	0.6180137097
1115	0.6180094086
1116	0.6179995644
1117	0.6179979745
1118	0.6179968295
1119	0.6179918531
1120	0.6179872059
1121	0.6179850099
1122	0.617981078
1123	0.6179775756
1124	0.6179754229
1125	0.6179754228
1126	0.6179745865
1127	0.6179729677
1128	0.6179616236
1129	0.617957436
1130	0.6179560449
1131	0.6179546663
1132	0.6179544758
1133	0.617953113
1134	0.6179522458
1135	0.6179489049
1136	0.6179408346
1137	0.6179326395
1138	0.6179326394
1139	0.6179293944
1140	0.6179221488
1141	0.6179148265
1142	0.6179116252
1143	0.6179055217
1144	0.6179008639
1145	0.6178972951
1146	0.6178930387
1147	0.6178869044
1148	0.6178856657
1149	0.6178855917
1150	0.6178852494
1151	0.6178818555
1152	0.6178797928
1153	0.6178720308
1154	0.6178549319
1155	0.6178513572
1156	0.6178497393
1157	0.6178439541
1158	0.6178410478
1159	0.6178377772
1160	0.6178319662
1161	0.6178258289
1162	0.6178249046
1163	0.6178237286
1164	0.6178180823
1165	0.6178149561
1166	0.6178111781
1167	0.6177959238
1168	0.617793973
1169	0.6177927141
1170	0.6177907737
1171	0.6177907737
1172	0.6177889088
1173	0.6177789843
1174	0.61777775
1175	0.6177712605
1176	0.6177700201
1177	0.6177693358
1178	0.6177572472
1179	0.6177556914
1180	0.6177484975
1181	0.6177469106
1182	0.6177402191
1183	0.6177387753
1184	0.6177295567
1185	0.6177295567
1186	0.6177277166
1187	0.6177191379
1188	0.6177163816
1189	0.6177139654
1190	0.6177125029
1191	0.6177067695
1192	0.6177029151
1193	0.6176957736
1194	0.6176909596
1195	0.6176888158
1196	0.6176879672
1197	0.6176843153
1198	0.6176817241
1199	0.6176764889
1200	0.6176704999
1201	0.6176676743
1202	0.6176599401
1203	0.6176574442
1204	0.6176561139
1205	0.6176547514
1206	0.6176464024
1207	0.6176385209
1208	0.6176370918
1209	0.6176361126
1210	0.6176332128
1211	0.6176251669
1212	0.6176242216
1213	0.6176151874
1214	0.6176144378
1215	0.6176144377
1216	0.6176112572
1217	0.6176087354
1218	0.6176061843
1219	0.6176034449
1220	0.6176009286
1221	0.6175992211
1222	0.6175972917
1223	0.6175970817
1224	0.617594367
1225	0.6175897931
1226	0.6175854504
1227	0.6175821804
1228	0.6175806351
1229	0.6175699672
1230	0.6175675941
1231	0.6175673054
1232	0.6175646288
1233	0.617564029
1234	0.6175609819
1235	0.6175592694
1236	0.617549728
1237	0.6175485141
1238	0.6175473493
1239	0.6175448864
1240	0.6175437634
1241	0.6175422194
1242	0.6175422194
1243	0.617540061
1244	0.6175380763
1245	0.6175380763
1246	0.6175371267
1247	0.6175280679
1248	0.6175260019
1249	0.6175244118
1250	0.6175244118
1251	0.6175222459
1252	0.6175184411
1253	0.6175151596
1254	0.6175151595
1255	0.6175041824
1256	0.6175031469
1257	0.6175016505
1258	0.6175016504
1259	0.6174962122
1260	0.6174944002
1261	0.6174887488
1262	0.6174868285
1263	0.6174834065
1264	0.6174761707
1265	0.6174761699
1266	0.6174745908
1267	0.617471277
1268	0.6174660077
1269	0.6174644297
1270	0.6174601913
1271	0.6174573298
1272	0.6174519266
1273	0.6174506741
1274	0.6174506738
1275	0.6174479386
1276	0.6174465842
1277	0.6174452687
1278	0.6174271122
1279	0.6174141473
1280	0.6174141472
1281	0.6174141471
1282	0.6174129118
1283	0.6174129118
1284	0.6174002972
1285	0.6173991407
1286	0.6173925127
1287	0.6173911734
1288	0.617386557
1289	0.6173822306
1290	0.6173742695
1291	0.6173719286
1292	0.6173719283
1293	0.6173715813
1294	0.6173713332
1295	0.6173703599
1296	0.6173701278
1297	0.6173541918
1298	0.6173525395
1299	0.6173504743
1300	0.617347612
1301	0.6173476118
1302	0.6173355903
1303	0.6173355896
1304	0.6173355895
1305	0.6173344419
1306	0.6173320491
1307	0.6173274551
1308	0.6173255708
1309	0.6173203176
1310	0.6173144033
1311	0.617313488
1312	0.61731009
1313	0.6173100898
1314	0.6173090135
1315	0.6173077454
1316	0.6173055405
1317	0.617303858
1318	0.6172938476
1319	0.6172909512
1320	0.6172909512
1321	0.6172908649
1322	0.6172885406
1323	0.6172852594
1324	0.6172827891
1325	0.6172820264
1326	0.6172786247
1327	0.6172727281
1328	0.6172712593
1329	0.6172632926
1330	0.6172620876
1331	0.6172600439
1332	0.6172574623
1333	0.6172562648
1334	0.6172494026
1335	0.6172494026
1336	0.6172478536
1337	0.6172461273
1338	0.6172454526
1339	0.6172454526
1340	0.6172345089
1341	0.6172307663
1342	0.617227776
1343	0.6172260647
1344	0.6172233317
1345	0.617221225
1346	0.6172207028
1347	0.6172202371
1348	0.6172191863
1349	0.61721252
1350	0.6172113331
1351	0.6172028278
1352	0.6171979298
1353	0.6171954652
1354	0.6171940699
1355	0.6171940699
1356	0.6171932318
1357	0.6171902545
1358	0.6171888284
1359	0.6171877991
1360	0.6171877991
1361	0.6171864909
1362	0.6171852841
1363	0.617183624
1364	0.6171832177
1365	0.617173386
1366	0.6171715696
1367	0.6171715695
1368	0.6171687505
1369	0.6171653305
1370	0.6171595255
1371	0.6171578044
1372	0.6171522153
1373	0.6171511726
1374	0.6171497581
1375	0.6171482734
1376	0.6171361417
1377	0.6171343616
1378	0.6171343616
1379	0.6171333061
1380	0.617126395
1381	0.6171203134
1382	0.6171183358
1383	0.6171140431
1384	0.617114043
1385	0.617109782
1386	0.6171010772
1387	0.6170992811
1388	0.617099281
1389	0.6170969455
1390	0.6170888047
1391	0.617088033
1392	0.6170864102
1393	0.6170864101
1394	0.6170854518
1395	0.6170830973
1396	0.6170830966
1397	0.6170777911
1398	0.6170776121
1399	0.6170768503
1400	0.6170751085
1401	0.6170748565
1402	0.6170719958
1403	0.6170676227
1404	0.6170617812
1405	0.6170605756
1406	0.6170585416
1407	0.6170540478
1408	0.6170527513
1409	0.617049799
1410	0.6170483278
1411	0.6170475992
1412	0.6170446728
1413	0.6170408273
1414	0.6170408272
1415	0.6170384782
1416	0.6170356962
1417	0.6170343012
1418	0.6170335515
1419	0.6170334839
1420	0.6170334839
1421	0.6170310454
1422	0.6170281452
1423	0.6170275974
1424	0.6170250851
1425	0.6170233462
1426	0.6170217091
1427	0.6170211322
1428	0.6170208869
1429	0.6170175382
1430	0.6170169347
1431	0.6170157256
1432	0.6170148505
1433	0.6170130413
1434	0.6170107715
1435	0.6170107714
1436	0.6170063134
1437	0.6170056102
1438	0.6169987537
1439	0.6169973414
1440	0.6169959993
1441	0.616995267
1442	0.6169936416
1443	0.616989038
1444	0.6169798938
1445	0.6169778558
1446	0.6169729771
1447	0.6169631902
1448	0.6169626014
1449	0.6169626013
1450	0.6169558782
1451	0.6169558782
1452	0.6169490826
1453	0.6169380445
1454	0.6169378593
1455	0.6169324597
1456	0.6169322191
1457	0.6169294152
1458	0.6169281454
1459	0.6169278491
1460	0.6169257989
1461	0.6169219332
1462	0.6169210831
1463	0.6169196093
1464	0.6169177928
1465	0.6169153565
1466	0.6169123087
1467	0.6169121877
1468	0.6169101562
1469	0.6169090385
1470	0.6169048894
1471	0.6168983364
1472	0.6168983364
1473	0.6168917317
1474	0.6168867165
1475	0.6168867164
1476	0.6168826536
1477	0.6168794055
1478	0.6168707393
1479	0.616870595
1480	0.6168684662
1481	0.6168658053
1482	0.6168648126
1483	0.6168641262
1484	0.6168635577
1485	0.6168484282
1486	0.6168456108
1487	0.6168451475
1488	0.6168451059
1489	0.6168426193
1490	0.6168400367
1491	0.616839617
1492	0.6168353701
1493	0.6168323798
1494	0.6168307487
1495	0.6168266706
1496	0.6168266704
1497	0.6168248224
1498	0.6168168591
1499	0.6168159836
1500	0.6168154733
1501	0.6168153804
1502	0.6168117757
1503	0.6168106802
1504	0.6168078968
1505	0.6168041951
1506	0.6168019057
1507	0.6167978091
1508	0.6167965879
1509	0.6167954118
1510	0.6167950072
1511	0.6167946548
1512	0.616793738
1513	0.6167905679
