iter	RMSE
1514	0.6167878212
1515	0.6167868947
1516	0.6167829977
1517	0.6167799381
1518	0.6167750579
1519	0.6167600828
1520	0.616757072
1521	0.6167541477
1522	0.6167512049
1523	0.6167466156
1524	0.6167465742
1525	0.6167461877
1526	0.616734783
1527	0.6167303079
1528	0.6167283337
1529	0.616725775
1530	0.6167247001
1531	0.6167231242
1532	0.6167217791
1533	0.6167160374
1534	0.616714173
1535	0.6167078641
1536	0.6167069504
1537	0.6167069502
1538	0.616706434
1539	0.6167047721
1540	0.6167004801
1541	0.6166974686
1542	0.6166960154
1543	0.6166951405
1544	0.6166929181
1545	0.6166926552
1546	0.6166914804
1547	0.6166914803
1548	0.6166907039
1549	0.6166890399
1550	0.6166869085
1551	0.6166857032
1552	0.6166827155
1553	0.6166819227
1554	0.6166802816
1555	0.6166776086
1556	0.6166760542
1557	0.61667549
1558	0.6166730602
1559	0.6166730598
1560	0.6166721066
1561	0.6166695941
1562	0.6166682991
1563	0.6166650457
1564	0.6166646638
1565	0.6166629932
1566	0.6166627274
1567	0.6166619034
1568	0.6166616371
1569	0.6166579537
1570	0.6166576581
1571	0.6166576581
1572	0.6166567313
1573	0.616656307
1574	0.6166559761
1575	0.6166554136
1576	0.6166537322
1577	0.616652733
1578	0.616649385
1579	0.6166477267
1580	0.6166461065
1581	0.6166442869
1582	0.6166442869
1583	0.6166422379
1584	0.6166380605
1585	0.6166329849
1586	0.6166329494
1587	0.6166326328
1588	0.6166316399
1589	0.6166252768
1590	0.6166242268
1591	0.6166233174
1592	0.6166183749
1593	0.6166166859
1594	0.6166155527
1595	0.616614518
1596	0.6165999109
1597	0.6165922829
1598	0.6165915545
1599	0.6165779582
1600	0.6165761438
1601	0.6165714551
1602	0.616569504
1603	0.6165668285
1604	0.6165643348
1605	0.6165643347
1606	0.616563766
1607	0.6165592664
1608	0.6165582007
1609	0.6165568338
1610	0.6165566536
1611	0.6165564691
1612	0.616554291
1613	0.6165542909
1614	0.6165525356
1615	0.6165474317
1616	0.6165473962
1617	0.616547396
1618	0.6165439611
1619	0.6165433069
1620	0.6165391063
1621	0.6165304244
1622	0.6165281153
1623	0.6165256639
1624	0.6165230224
1625	0.6165230221
1626	0.616520418
1627	0.6165199445
1628	0.6165189187
1629	0.6165168315
1630	0.6165150604
1631	0.6165093522
1632	0.6165080668
1633	0.6165071351
1634	0.6165055151
1635	0.616505513
1636	0.6165055128
1637	0.6165047217
1638	0.6165035961
1639	0.6165003324
1640	0.6164919905
1641	0.6164903361
1642	0.616489592
1643	0.6164797181
1644	0.616474057
1645	0.6164715627
1646	0.6164712927
1647	0.6164703528
1648	0.6164679885
1649	0.6164664897
1650	0.616464066
1651	0.6164624891
1652	0.6164617032
1653	0.6164608765
1654	0.6164607391
1655	0.6164576827
1656	0.6164560132
1657	0.6164526459
1658	0.6164438133
1659	0.6164434468
1660	0.6164433672
1661	0.6164421309
1662	0.61643081
1663	0.6164285106
1664	0.616428133
1665	0.6164272662
1666	0.6164246212
1667	0.6164238297
1668	0.6164222892
1669	0.6164215594
1670	0.6164206243
1671	0.616417564
1672	0.6164158155
1673	0.6164144579
1674	0.6164144577
1675	0.6164134391
1676	0.6164119765
1677	0.616410909
1678	0.616410204
1679	0.616409692
1680	0.6164090995
1681	0.6164080909
1682	0.616404242
1683	0.6164030352
1684	0.6164017865
1685	0.6164015083
1686	0.616399858
1687	0.6163984059
1688	0.6163975235
1689	0.6163966058
1690	0.6163958089
1691	0.6163916529
1692	0.6163909416
1693	0.6163907546
1694	0.6163884461
1695	0.6163867494
1696	0.6163856738
1697	0.6163849639
1698	0.6163829849
1699	0.616382113
1700	0.6163811856
1701	0.6163809139
1702	0.6163806939
1703	0.6163801963
1704	0.6163784375
1705	0.6163775006
1706	0.616374719
1707	0.6163746491
1708	0.616374649
1709	0.6163737663
1710	0.6163698694
1711	0.6163693078
1712	0.6163681258
1713	0.6163671582
1714	0.6163671468
1715	0.6163634737
1716	0.6163611132
1717	0.6163569276
1718	0.6163569273
1719	0.6163569116
1720	0.616355851
1721	0.6163543419
1722	0.6163531964
1723	0.616349837
1724	0.6163491308
1725	0.6163486202
1726	0.6163462598
1727	0.616345132
1728	0.6163445974
1729	0.6163421559
1730	0.6163396927
1731	0.6163385368
1732	0.6163360997
1733	0.6163353545
1734	0.6163345203
1735	0.6163333767
1736	0.6163332633
1737	0.6163319127
1738	0.6163297976
1739	0.6163297975
1740	0.6163271385
1741	0.6163209897
1742	0.6163178312
1743	0.6163178156
1744	0.6163177244
1745	0.6163151736
1746	0.6163136858
1747	0.6163095646
1748	0.6163092393
1749	0.6163079417
1750	0.6163068332
1751	0.6163068331
1752	0.6163044642
1753	0.6163038216
1754	0.6163036188
1755	0.6163028723
1756	0.6163005807
1757	0.6162992982
1758	0.6162974358
1759	0.6162969999
1760	0.6162962069
1761	0.6162942619
1762	0.6162938251
1763	0.6162930305
1764	0.6162915211
1765	0.6162899704
1766	0.616288985
1767	0.616287487
1768	0.6162873032
1769	0.6162836343
1770	0.6162836342
1771	0.6162822509
1772	0.6162806946
1773	0.6162802213
1774	0.6162798659
1775	0.6162787787
1776	0.6162787044
1777	0.6162768596
1778	0.6162739501
1779	0.6162720327
1780	0.6162707842
1781	0.616267936
1782	0.6162668126
1783	0.6162618019
1784	0.6162587166
1785	0.6162544389
1786	0.6162540784
1787	0.6162534371
1788	0.616253149
1789	0.616252245
1790	0.6162511102
1791	0.6162509567
1792	0.6162508087
1793	0.6162453807
1794	0.6162442795
1795	0.6162442794
1796	0.6162435849
1797	0.616242187
1798	0.6162399608
1799	0.6162361162
1800	0.6162358042
1801	0.6162354947
1802	0.6162329048
1803	0.6162322585
1804	0.6162314014
1805	0.6162280483
1806	0.6162276379
1807	0.6162268911
1808	0.616225553
1809	0.6162250098
1810	0.6162237638
1811	0.6162230195
1812	0.6162230194
1813	0.6162228807
1814	0.6162220483
1815	0.6162197779
1816	0.616218128
1817	0.6162175693
1818	0.616216397
1819	0.61621619
1820	0.6162161897
1821	0.6162153956
1822	0.6162153228
1823	0.6162123839
1824	0.6162119632
1825	0.6162054434
1826	0.616205238
1827	0.616197272
1828	0.6161965918
1829	0.6161963564
1830	0.6161946229
1831	0.6161929384
1832	0.6161917417
1833	0.616191183
1834	0.6161904791
1835	0.6161858981
1836	0.6161849862
1837	0.6161849861
1838	0.6161842062
1839	0.6161826128
1840	0.6161821674
1841	0.6161764314
1842	0.6161759372
1843	0.6161751194
1844	0.6161746522
1845	0.6161744119
1846	0.6161735736
1847	0.6161730435
1848	0.6161728237
1849	0.6161715498
1850	0.616170043
1851	0.6161685333
1852	0.6161652375
1853	0.6161644043
1854	0.6161631867
1855	0.6161631864
1856	0.6161604778
1857	0.6161603379
1858	0.6161502728
1859	0.6161502726
1860	0.6161470821
1861	0.6161464579
1862	0.6161443898
1863	0.6161422901
1864	0.6161422197
1865	0.6161420494
1866	0.6161412882
1867	0.6161404623
1868	0.6161364718
1869	0.6161364712
1870	0.6161361827
1871	0.6161357828
1872	0.6161355569
1873	0.6161310387
1874	0.6161271698
1875	0.6161170245
1876	0.6161159573
1877	0.6161158331
1878	0.6161139299
1879	0.6161103528
1880	0.6161100558
1881	0.6161088366
1882	0.6161088361
1883	0.6161083892
1884	0.6161057401
1885	0.6161050937
1886	0.6161050207
1887	0.6161044209
1888	0.616103876
1889	0.616103584
1890	0.6161023176
1891	0.616102128
1892	0.6161002611
1893	0.6160989651
1894	0.6160980692
1895	0.6160968134
1896	0.6160957543
1897	0.6160951861
1898	0.616094272
1899	0.6160942716
1900	0.6160929638
1901	0.6160903107
1902	0.6160896633
1903	0.6160890686
1904	0.6160882476
1905	0.6160874445
1906	0.6160855633
1907	0.6160851916
1908	0.6160849012
1909	0.6160836553
1910	0.6160834456
1911	0.6160824193
1912	0.6160818599
1913	0.6160818594
1914	0.6160814373
1915	0.6160810193
1916	0.6160763348
1917	0.6160744106
1918	0.6160740116
1919	0.6160734121
1920	0.6160697874
1921	0.616069717
1922	0.6160668914
1923	0.6160662751
1924	0.6160631599
1925	0.6160628816
1926	0.6160628812
1927	0.6160628809
1928	0.6160620775
1929	0.6160617622
1930	0.6160611828
1931	0.6160564519
1932	0.6160545394
1933	0.6160541318
1934	0.6160453519
1935	0.6160442777
1936	0.6160438697
1937	0.616042588
1938	0.616034726
1939	0.6160300015
1940	0.6160266997
1941	0.6160242022
1942	0.6160224431
1943	0.6160213294
1944	0.6160206406
1945	0.6160193903
1946	0.6160193367
1947	0.6160188941
1948	0.6160184265
1949	0.6160183862
1950	0.6160116675
1951	0.6160108869
1952	0.6160094503
1953	0.616003918
1954	0.6160038135
1955	0.6160035999
1956	0.6160011765
1957	0.616000805
1958	0.615999862
1959	0.6159997274
1960	0.6159987783
1961	0.6159978363
1962	0.615997047
1963	0.6159923153
1964	0.6159919636
1965	0.6159888696
1966	0.6159842754
1967	0.6159772886
1968	0.6159769427
1969	0.6159731113
1970	0.6159700927
1971	0.615969626
1972	0.6159673272
1973	0.6159648396
1974	0.6159644534
1975	0.6159619751
1976	0.6159586931
1977	0.6159573151
1978	0.6159561177
1979	0.6159527002
1980	0.6159524474
1981	0.6159487556
1982	0.6159483503
1983	0.6159482713
1984	0.6159480722
1985	0.6159415395
1986	0.6159403243
1987	0.6159393049
1988	0.6159376524
1989	0.6159368781
1990	0.6159366148
1991	0.6159364535
1992	0.6159361468
1993	0.6159359846
1994	0.6159345775
1995	0.6159289514
1996	0.6159248714
1997	0.6159236359
1998	0.6159233127
1999	0.6159229036
2000	0.6159225615
2001	0.6159211666
2002	0.6159203603
2003	0.6159203602
2004	0.615917115
2005	0.6159169305
2006	0.6159155306
2007	0.6159143433
2008	0.6159133359
2009	0.6159109552
2010	0.615910373
2011	0.6159097579
2012	0.6159091155
2013	0.6159089419
2014	0.6159082038
2015	0.6159076877
2016	0.6159068471
2017	0.6159066212
2018	0.615906054
2019	0.6159054536
2020	0.6159049239
2021	0.6159048254
2022	0.6159046247
2023	0.6159020075
2024	0.6158986513
2025	0.6158954434
2026	0.6158929675
2027	0.6158923957
2028	0.6158905479
2029	0.6158898322
2030	0.6158891111
2031	0.6158853962
2032	0.6158852489
2033	0.6158849741
2034	0.6158842144
2035	0.6158810873
2036	0.6158809968
2037	0.6158790621
2038	0.6158766755
2039	0.6158748325
2040	0.6158683854
2041	0.615867727
2042	0.6158675234
2043	0.6158644978
2044	0.6158586412
2045	0.6158583255
2046	0.6158572196
2047	0.6158569536
2048	0.6158566428
2049	0.6158563545
2050	0.615855833
2051	0.6158543239
2052	0.6158543239
2053	0.615852875
2054	0.6158511969
2055	0.6158511353
2056	0.6158492302
2057	0.6158490084
2058	0.6158485939
2059	0.6158485059
2060	0.615846755
2061	0.615846755
2062	0.6158411585
2063	0.6158407674
2064	0.6158407566
2065	0.6158400751
2066	0.6158385441
2067	0.6158373342
2068	0.6158341805
2069	0.6158323041
2070	0.6158320226
2071	0.6158301729
2072	0.615830042
2073	0.6158279498
2074	0.615826642
2075	0.6158255156
2076	0.615825058
2077	0.6158250579
2078	0.6158220207
2079	0.6158202458
2080	0.6158194921
2081	0.6158159066
2082	0.615815094
2083	0.6158140966
2084	0.6158135574
2085	0.6158119012
2086	0.6158116277
2087	0.6158081932
2088	0.6158074682
2089	0.61580655
2090	0.6158055717
2091	0.6158023877
2092	0.6158018169
2093	0.6158016907
2094	0.6158007415
2095	0.6157990983
2096	0.6157971727
2097	0.6157971273
2098	0.6157968533
2099	0.6157967511
2100	0.6157965115
2101	0.6157953965
2102	0.6157949926
2103	0.6157941717
2104	0.6157937112
2105	0.6157926941
2106	0.6157923226
2107	0.6157923205
2108	0.6157923205
2109	0.6157884377
2110	0.6157867005
2111	0.6157865177
2112	0.6157855694
2113	0.6157845513
2114	0.6157839211
2115	0.6157834017
2116	0.6157814075
2117	0.6157801634
2118	0.6157798182
2119	0.6157794159
2120	0.615779066
2121	0.6157782456
2122	0.6157782399
2123	0.6157748941
2124	0.6157746432
2125	0.6157739172
2126	0.6157730836
2127	0.6157729978
2128	0.6157726764
2129	0.6157726228
2130	0.6157707174
2131	0.6157707171
2132	0.615770717
2133	0.6157701584
2134	0.6157659789
2135	0.6157657685
2136	0.6157656622
2137	0.6157648812
2138	0.615764661
2139	0.6157641701
2140	0.6157632453
2141	0.6157612357
2142	0.6157555355
2143	0.6157547458
2144	0.6157539827
2145	0.615753163
2146	0.6157523146
2147	0.6157520238
2148	0.6157520234
2149	0.6157515741
2150	0.6157507811
2151	0.6157504516
2152	0.6157503145
2153	0.6157498727
2154	0.6157496401
2155	0.6157469256
2156	0.6157456355
2157	0.6157451364
2158	0.6157451362
2159	0.6157426653
2160	0.6157421654
2161	0.6157404865
2162	0.6157393446
2163	0.6157393444
2164	0.6157391709
2165	0.6157385461
2166	0.6157374771
2167	0.6157367151
2168	0.6157366242
2169	0.6157365628
2170	0.6157360576
2171	0.6157359774
2172	0.61573502
2173	0.6157313569
2174	0.6157289074
2175	0.6157277312
2176	0.6157271514
2177	0.6157262482
2178	0.6157259822
2179	0.6157256602
2180	0.6157252119
2181	0.6157247378
2182	0.6157231013
2183	0.615722758
2184	0.6157212005
2185	0.6157178168
2186	0.6157161006
2187	0.6157151996
2188	0.6157131964
2189	0.6157131313
2190	0.6157125468
2191	0.6157117125
2192	0.6157117013
2193	0.6157112007
2194	0.6157093247
2195	0.6157062108
2196	0.6157062105
2197	0.6157058608
2198	0.615705363
2199	0.615705196
2200	0.6157046908
2201	0.6157039721
2202	0.6157022038
2203	0.6157013132
2204	0.6157010082
2205	0.615700622
2206	0.6156995708
2207	0.6156995706
2208	0.6156989041
2209	0.6156987694
2210	0.6156981245
2211	0.6156968778
2212	0.6156965382
2213	0.6156963381
2214	0.6156962934
2215	0.6156951843
2216	0.6156950775
2217	0.6156950773
2218	0.6156947367
2219	0.615688895
2220	0.6156878251
2221	0.6156856311
2222	0.6156856309
2223	0.615685247
2224	0.6156839513
2225	0.6156829269
2226	0.6156819641
2227	0.6156815748
2228	0.6156815362
2229	0.6156807844
2230	0.6156772325
2231	0.6156742423
2232	0.6156742422
2233	0.6156730645
2234	0.6156722405
2235	0.6156662398
2236	0.6156644991
2237	0.6156615788
2238	0.6156612016
2239	0.6156611396
2240	0.6156609483
2241	0.6156604374
2242	0.6156597775
2243	0.615659744
2244	0.6156585087
2245	0.6156581792
2246	0.6156579025
2247	0.6156579025
2248	0.6156544979
2249	0.6156544889
2250	0.6156541959
2251	0.6156518926
2252	0.6156516816
2253	0.615651676
2254	0.6156515608
2255	0.6156513188
2256	0.6156500158
2257	0.6156498368
2258	0.6156457684
2259	0.6156457397
2260	0.6156453521
2261	0.6156447691
2262	0.6156430547
2263	0.6156425034
2264	0.6156381233
2265	0.6156378069
2266	0.615636781
2267	0.6156364301
2268	0.6156348662
2269	0.6156347405
2270	0.6156347405
2271	0.6156346574
2272	0.6156329716
2273	0.615632613
2274	0.6156302345
2275	0.6156300382
2276	0.6156294331
2277	0.6156289886
2278	0.6156286493
2279	0.6156259382
2280	0.6156242416
2281	0.6156227532
2282	0.6156192813
2283	0.6156183821
2284	0.6156178059
2285	0.6156169776
2286	0.6156166024
2287	0.6156162921
2288	0.615616264
2289	0.6156155774
2290	0.6156129588
2291	0.6156125142
2292	0.6156121685
2293	0.615612024
2294	0.615612024
2295	0.6156114955
2296	0.6156055396
2297	0.6156048355
2298	0.6156047852
2299	0.6156047852
2300	0.6156008082
2301	0.6155997445
2302	0.6155992844
2303	0.6155966701
2304	0.6155960811
2305	0.6155957247
2306	0.6155957247
2307	0.6155948207
2308	0.6155946949
2309	0.6155944767
2310	0.6155897289
2311	0.615589117
2312	0.6155881268
2313	0.6155872013
2314	0.6155865888
2315	0.6155861037
2316	0.6155859466
2317	0.6155854973
2318	0.6155854666
2319	0.6155840049
2320	0.6155833071
2321	0.6155831012
2322	0.6155813016
2323	0.6155812572
2324	0.6155806386
2325	0.6155800547
2326	0.6155785276
2327	0.6155780239
2328	0.6155763577
2329	0.6155759967
2330	0.6155757563
2331	0.6155757261
2332	0.6155738726
2333	0.6155707632
2334	0.6155701332
2335	0.6155700729
2336	0.6155693878
2337	0.6155692843
2338	0.6155688644
2339	0.6155675096
2340	0.6155649364
2341	0.6155642683
2342	0.6155632103
2343	0.6155628513
2344	0.6155605567
2345	0.6155605567
2346	0.615560475
2347	0.6155603031
2348	0.6155601084
2349	0.6155597914
2350	0.61555947
2351	0.6155585921
2352	0.6155582206
2353	0.6155578192
2354	0.6155571445
2355	0.6155562247
2356	0.6155560944
2357	0.6155558824
2358	0.6155553903
2359	0.6155551813
2360	0.6155551227
2361	0.6155549585
2362	0.6155533521
2363	0.6155529304
2364	0.6155512016
2365	0.6155504141
2366	0.6155497698
2367	0.6155497337
2368	0.6155497023
2369	0.6155488273
2370	0.6155479402
2371	0.615547918
2372	0.6155476975
2373	0.6155474031
2374	0.6155469642
2375	0.6155469642
2376	0.6155467377
2377	0.6155454317
2378	0.6155449995
2379	0.615544824
2380	0.6155446247
2381	0.6155446237
2382	0.6155440691
2383	0.6155438295
2384	0.615542649
2385	0.6155424207
2386	0.6155423719
2387	0.6155416992
2388	0.615540826
2389	0.6155407538
2390	0.6155402165
2391	0.6155394999
2392	0.6155394326
2393	0.6155376011
2394	0.6155357057
2395	0.6155356084
2396	0.6155355126
2397	0.6155351399
2398	0.6155345094
2399	0.61553399
2400	0.6155339899
2401	0.6155339898
2402	0.6155339185
2403	0.615533796
2404	0.6155336695
2405	0.615532084
2406	0.6155320109
2407	0.6155315932
2408	0.6155303342
2409	0.6155299608
2410	0.6155299512
2411	0.6155288493
2412	0.6155284139
2413	0.6155282056
2414	0.6155237123
2415	0.6155229948
2416	0.6155228532
2417	0.6155220845
2418	0.615521957
2419	0.6155219569
2420	0.6155214631
2421	0.6155210706
2422	0.615520816
2423	0.6155205651
2424	0.6155202048
2425	0.6155194512
2426	0.6155186453
2427	0.6155153402
2428	0.6155143645
2429	0.6155143205
2430	0.6155143204
2431	0.6155142314
2432	0.6155130703
2433	0.6155130702
2434	0.61551273
2435	0.6155120485
2436	0.6155116584
2437	0.6155116544
2438	0.615510909
2439	0.6155099214
2440	0.6155093508
2441	0.6155093244
2442	0.6155076462
2443	0.6155075971
2444	0.6155062429
2445	0.6155058945
2446	0.615505213
2447	0.6155052129
2448	0.6155050364
2449	0.6155039585
2450	0.6155031002
2451	0.6154993306
2452	0.6154984614
2453	0.6154976571
2454	0.6154975968
2455	0.6154918584
2456	0.6154918196
2457	0.6154910367
2458	0.615490448
2459	0.6154901974
2460	0.6154900653
2461	0.615488704
2462	0.6154885592
2463	0.615488003
2464	0.6154874619
2465	0.6154871569
2466	0.6154868114
2467	0.6154863041
2468	0.6154856152
2469	0.6154855216
2470	0.6154851734
2471	0.6154843269
2472	0.6154839955
2473	0.6154780485
2474	0.6154779216
2475	0.6154776146
2476	0.6154776145
2477	0.6154772835
2478	0.6154771683
2479	0.615476448
2480	0.6154761884
2481	0.6154761037
2482	0.6154759876
2483	0.6154733998
2484	0.6154733547
2485	0.6154724668
2486	0.6154717003
2487	0.6154671288
2488	0.6154658891
2489	0.6154651519
2490	0.6154648426
2491	0.6154620353
2492	0.6154620353
2493	0.6154605752
2494	0.6154566201
2495	0.6154559327
2496	0.6154559062
2497	0.6154557734
2498	0.6154553711
2499	0.6154542886
2500	0.6154519875
2501	0.6154516241
2502	0.6154509049
2503	0.6154493971
2504	0.6154484742
2505	0.6154482539
2506	0.6154475309
2507	0.615447376
2508	0.6154473759
2509	0.6154469304
2510	0.615446706
2511	0.6154464625
2512	0.6154462605
2513	0.6154459774
2514	0.615445284
2515	0.6154451914
2516	0.6154427903
2517	0.6154427902
2518	0.6154427314
2519	0.6154423213
2520	0.6154413461
2521	0.6154398249
2522	0.6154391701
2523	0.6154387249
2524	0.6154356972
2525	0.6154356972
2526	0.6154341065
2527	0.6154340533
2528	0.6154338694
2529	0.6154325391
2530	0.6154324309
2531	0.6154317259
2532	0.615431197
2533	0.6154302546
2534	0.6154302545
2535	0.6154293035
2536	0.6154278285
2537	0.6154277842
2538	0.6154277842
2539	0.6154272869
2540	0.6154272184
2541	0.6154272184
2542	0.6154271889
2543	0.6154259315
2544	0.615423228
2545	0.6154229286
2546	0.615422098
2547	0.6154220405
2548	0.6154218914
2549	0.6154201992
2550	0.6154201397
2551	0.6154200094
2552	0.6154183038
2553	0.6154159853
2554	0.6154154911
2555	0.6154154911
2556	0.6154150735
2557	0.6154149874
2558	0.6154147002
2559	0.6154145542
2560	0.6154145312
2561	0.6154131283
2562	0.6154131123
2563	0.6154118432
2564	0.6154106124
2565	0.6154088412
2566	0.6154074564
2567	0.6154062877
2568	0.615406082
2569	0.6154058339
2570	0.6154054844
2571	0.6154049729
2572	0.615404602
2573	0.6154044282
2574	0.6154029916
2575	0.6154022893
2576	0.6154022626
2577	0.6154016892
2578	0.6154014612
2579	0.6154008466
2580	0.6154008281
2581	0.6154005541
2582	0.6154002557
2583	0.6154002557
2584	0.6154001382
2585	0.6154001382
2586	0.6153990036
2587	0.6153987755
2588	0.6153981329
2589	0.6153975589
2590	0.6153970482
2591	0.6153969617
2592	0.6153957474
2593	0.6153955383
2594	0.6153945127
2595	0.6153942623
2596	0.6153923594
2597	0.6153923249
2598	0.6153905595
2599	0.6153905594
2600	0.6153898159
2601	0.615389505
2602	0.6153892319
2603	0.6153882486
2604	0.615388219
2605	0.6153880293
2606	0.6153879275
2607	0.6153876518
2608	0.6153872345
2609	0.6153866472
2610	0.6153854313
2611	0.615384513
2612	0.6153828954
2613	0.6153827257
2614	0.6153825585
2615	0.6153821324
2616	0.615381757
2617	0.6153811207
2618	0.6153809147
2619	0.615379297
2620	0.615379297
2621	0.6153792823
2622	0.615379009
2623	0.6153783261
2624	0.6153781601
2625	0.6153771692
2626	0.6153729837
2627	0.6153724167
2628	0.6153724167
2629	0.6153723455
2630	0.6153719325
2631	0.6153713557
2632	0.6153708522
2633	0.6153706828
2634	0.6153704721
2635	0.6153700398
2636	0.6153694662
2637	0.6153686815
2638	0.6153685464
2639	0.6153683417
2640	0.6153677678
2641	0.6153676072
2642	0.6153674156
2643	0.6153669461
2644	0.6153663001
2645	0.6153663001
2646	0.6153660534
2647	0.6153658357
2648	0.6153655552
2649	0.6153652102
2650	0.6153634813
2651	0.6153630914
2652	0.6153627877
2653	0.6153625663
2654	0.6153616713
2655	0.6153610207
2656	0.6153589072
2657	0.615358896
2658	0.6153581491
2659	0.6153579678
2660	0.6153575796
2661	0.6153572189
2662	0.6153572189
2663	0.6153559762
2664	0.6153538326
2665	0.6153534162
2666	0.6153519341
2667	0.6153515989
2668	0.6153509551
2669	0.6153509551
2670	0.6153503643
2671	0.6153500098
2672	0.6153496454
2673	0.6153452236
2674	0.6153448819
2675	0.6153446501
2676	0.6153438264
2677	0.6153432234
2678	0.6153431844
2679	0.6153428912
2680	0.6153424205
2681	0.6153420059
2682	0.6153420059
2683	0.6153413948
2684	0.6153406727
2685	0.6153406727
2686	0.6153406604
2687	0.6153395306
2688	0.6153391015
2689	0.6153389383
2690	0.6153376313
2691	0.6153374247
2692	0.6153372375
2693	0.6153356883
2694	0.615335263
2695	0.6153346464
2696	0.6153305589
2697	0.6153301715
2698	0.6153291054
2699	0.6153284127
2700	0.6153284127
2701	0.6153272145
2702	0.6153271529
2703	0.6153269383
2704	0.6153261942
2705	0.6153254383
2706	0.6153251562
2707	0.6153243142
2708	0.6153229498
2709	0.6153222583
2710	0.6153220213
2711	0.6153215456
2712	0.6153215456
2713	0.6153210525
2714	0.6153208583
2715	0.6153208583
2716	0.6153207141
2717	0.6153204384
2718	0.6153196476
2719	0.6153189344
2720	0.6153188004
2721	0.6153183719
2722	0.6153168083
2723	0.6153168023
2724	0.6153155151
2725	0.6153146741
2726	0.6153138267
2727	0.615312428
2728	0.6153109699
2729	0.6153098684
2730	0.6153091813
2731	0.6153088442
2732	0.6153081561
2733	0.6153073158
2734	0.6153063966
2735	0.6153061667
2736	0.6153059255
2737	0.6153054631
2738	0.6153048126
2739	0.6153038851
2740	0.6153034141
2741	0.6153028821
2742	0.6153024668
2743	0.6153024668
2744	0.6153023557
2745	0.6153013185
2746	0.6152973099
2747	0.6152968755
2748	0.6152961358
2749	0.6152956288
2750	0.6152953295
2751	0.6152950983
2752	0.6152938605
2753	0.6152931859
2754	0.6152930156
2755	0.6152928116
2756	0.6152916549
2757	0.6152915779
2758	0.6152915711
2759	0.6152913864
2760	0.6152888277
2761	0.6152883965
2762	0.6152882696
2763	0.6152881448
2764	0.6152877601
2765	0.6152877601
2766	0.6152874207
2767	0.6152873348
2768	0.615287103
2769	0.6152869667
2770	0.6152869649
2771	0.615286872
2772	0.6152865993
2773	0.6152864883
2774	0.6152858091
2775	0.6152854474
2776	0.6152852338
2777	0.6152848927
2778	0.6152847023
2779	0.6152846427
2780	0.615284618
2781	0.6152844902
2782	0.6152844694
2783	0.6152844138
2784	0.6152842476
2785	0.6152835605
2786	0.6152832747
2787	0.6152825707
2788	0.6152794386
2789	0.615278212
2790	0.6152780543
2791	0.615278053
2792	0.6152777482
2793	0.6152772885
2794	0.6152768876
2795	0.615276595
2796	0.6152761875
2797	0.6152757475
2798	0.6152755135
2799	0.6152755134
2800	0.6152745932
2801	0.6152743886
2802	0.6152742559
2803	0.6152731269
2804	0.6152713255
2805	0.615270723
2806	0.6152705837
2807	0.6152669975
2808	0.615266892
2809	0.6152666823
2810	0.6152665946
2811	0.6152665367
2812	0.6152660974
2813	0.6152654996
2814	0.6152654994
2815	0.6152654388
2816	0.6152653583
2817	0.6152644708
2818	0.6152641318
2819	0.615263177
2820	0.6152630984
2821	0.6152620999
2822	0.6152620588
2823	0.6152619879
2824	0.6152610524
2825	0.6152600356
2826	0.6152595855
2827	0.6152594627
2828	0.6152591772
2829	0.6152591771
2830	0.6152528996
2831	0.6152527854
2832	0.6152507487
2833	0.6152503039
2834	0.6152487828
2835	0.6152485968
2836	0.6152485967
2837	0.6152480813
2838	0.615247372
2839	0.6152460797
2840	0.6152460796
2841	0.6152447521
2842	0.6152447245
2843	0.6152444212
2844	0.6152439138
2845	0.6152423632
2846	0.615242098
2847	0.6152417363
2848	0.6152412389
2849	0.6152407264
2850	0.6152406824
2851	0.6152402498
2852	0.6152397758
2853	0.6152389798
2854	0.6152384019
2855	0.615238195
2856	0.6152381949
2857	0.615237419
2858	0.6152372789
2859	0.6152367607
2860	0.6152367202
2861	0.6152362317
2862	0.6152360537
2863	0.6152359062
2864	0.615235741
2865	0.6152356642
2866	0.6152356104
2867	0.615235535
2868	0.6152322178
2869	0.6152321582
2870	0.6152318592
2871	0.6152318237
2872	0.615231402
2873	0.6152289099
2874	0.6152280936
2875	0.6152280082
2876	0.6152269685
2877	0.615226924
2878	0.6152269122
2879	0.6152262459
2880	0.6152260856
2881	0.6152255965
2882	0.6152252277
2883	0.6152249938
2884	0.6152249058
2885	0.6152243816
2886	0.61522393
2887	0.615223714
2888	0.615223714
2889	0.6152234923
2890	0.6152234663
2891	0.6152220264
2892	0.615221237
2893	0.6152211769
2894	0.6152211635
2895	0.615220674
2896	0.6152201893
2897	0.6152201508
2898	0.6152200854
2899	0.6152200561
2900	0.6152199201
2901	0.6152196527
2902	0.6152196527
2903	0.6152193506
2904	0.6152191336
2905	0.6152161109
2906	0.6152158204
2907	0.6152156335
2908	0.6152146141
2909	0.6152141526
2910	0.615213713
2911	0.6152126428
2912	0.6152125132
2913	0.6152122986
2914	0.6152122371
2915	0.6152108384
2916	0.6152106545
2917	0.6152098573
2918	0.6152091469
2919	0.6152090096
2920	0.6152087618
2921	0.6152067515
2922	0.6152066374
2923	0.6152064002
2924	0.6152060997
2925	0.6152059165
2926	0.6152057914
2927	0.6152050878
